-5.548414230346679688e+00 -4.347043991088867188e+00 1.733672714233398438e+01 5.324455738067626953e+00 -6.305379486083984375e+01 -2.012611627578735352e+00 -5.809211349487304688e+01 1.489079742431640625e+02 -3.256304931640625000e+01 -1.887785792350769043e+00 7.000000000000000000e+00
1.920365142822265625e+01 2.742152690887451172e+00 6.660888671875000000e+01 1.476058840751647949e+00 -1.297123146057128906e+01 -2.640036392211914062e+01 1.310037612915039062e+01 -2.105595779418945312e+01 -2.186835479736328125e+01 -2.540176582336425781e+01 2.000000000000000000e+00
-1.175241565704345703e+01 3.851505661010742188e+01 4.869827032089233398e-01 -1.193353652954101562e+01 -1.689757585525512695e+00 6.619889736175537109e+00 1.408620476722717285e+00 3.973868131637573242e+00 -6.195177555084228516e+00 -1.707855606079101562e+01 1.000000000000000000e+00
4.953322219848632812e+01 -1.581538581848144531e+01 -4.164280414581298828e+00 -8.867098808288574219e+00 -1.165142822265625000e+01 -2.102523803710937500e+01 2.347400283813476562e+01 -4.240177154541015625e+00 -8.497236251831054688e+00 1.028856158256530762e+00 0.000000000000000000e+00
-2.131627845764160156e+01 -1.095362663269042969e+01 4.064837455749511719e+00 -3.761902999877929688e+01 6.045048141479492188e+01 4.804213523864746094e+00 6.607393264770507812e+00 -2.028449058532714844e+01 -3.912775516510009766e+00 2.074732780456542969e+01 4.000000000000000000e+00
-1.822609329223632812e+01 5.561519622802734375e+01 -8.494273185729980469e+00 -1.917144584655761719e+01 1.328163433074951172e+01 4.893072605133056641e+00 6.886668205261230469e-01 1.261268854141235352e+00 -6.566666126251220703e+00 -1.716573333740234375e+01 1.000000000000000000e+00
-1.787241172790527344e+01 -3.741258382797241211e-01 -1.141836166381835938e+01 -8.062882423400878906e+00 3.484511184692382812e+01 4.233443260192871094e+00 -5.680502414703369141e+00 2.594175577163696289e+00 5.805346965789794922e+00 -1.011263132095336914e+00 4.000000000000000000e+00
-3.205540466308593750e+01 -1.427546310424804688e+01 -2.403585815429687500e+01 -1.433827400207519531e+01 2.514203071594238281e+01 3.272927474975585938e+01 -3.473639297485351562e+01 -2.855882263183593750e+01 3.022363471984863281e+01 6.142166137695312500e+01 9.000000000000000000e+00
-1.331997966766357422e+01 -1.577960968017578125e+01 -1.398252105712890625e+01 -2.205994415283203125e+01 -6.991429805755615234e+00 5.203295516967773438e+01 2.166072463989257812e+01 -3.790768814086914062e+01 1.959606552124023438e+01 1.202801990509033203e+01 5.000000000000000000e+00
-3.357970809936523438e+01 -2.494807243347167969e+01 -3.089821434020996094e+01 -1.972170066833496094e+01 1.453756523132324219e+01 -8.156310081481933594e+00 -4.254840850830078125e+01 3.263560867309570312e+01 2.786005973815917969e+00 9.773343658447265625e+01 9.000000000000000000e+00
